,index,PtxID,Group,MAE_Chunk,Chunk
0,0,vn265606624Yv403,NoReward,,14
1,1,vn265606624Yv403,NoReward,,26
2,0,kL32782760pb805,Reward,14.196771125888795,14
3,1,kL32782760pb805,Reward,14.687758317783224,26
4,0,Ai275415234NZ493,Reward,40.577655885331005,14
5,1,Ai275415234NZ493,Reward,40.34021515914621,26
6,0,CL78462911bI451,NoReward,39.87249347352823,14
7,1,CL78462911bI451,NoReward,26.211795622280352,26
8,0,XY13546991Od507,NoReward,44.105903860390534,14
9,1,XY13546991Od507,NoReward,39.972599749063946,26
10,0,iA94696354Ww734,NoReward,34.60266353591161,14
11,1,iA94696354Ww734,NoReward,20.413013513043797,26
12,0,UJ22372929Ma480,NoReward,,14
13,1,UJ22372929Ma480,NoReward,,26
14,0,nN48787345GM446,Reward,,14
15,1,nN48787345GM446,Reward,,26
16,0,rN464901337br235,Reward,27.57315089458856,14
17,1,rN464901337br235,Reward,19.82770119339456,26
18,0,bK159349224Ky792,Reward,,14
19,1,bK159349224Ky792,Reward,,26
20,0,N,Reward,,14
21,1,N,Reward,,26
22,0,QJ690773638qD178,NoReward,,14
23,1,QJ690773638qD178,NoReward,,26
24,0,Y,Reward,,14
25,1,Y,Reward,,26
26,0,qX523123508pL71,Reward,24.69701160932402,14
27,1,qX523123508pL71,Reward,22.474330170848308,26
28,0,L,Reward,26.987827969155905,14
29,1,L,Reward,,26
30,0,MY493867256yh257,NoReward,28.856480014452455,14
31,1,MY493867256yh257,NoReward,24.76381044174503,26
32,0,AC255458104IA833,Reward,,14
33,1,AC255458104IA833,Reward,,26
34,0,pU265328919tM703,Reward,,14
35,1,pU265328919tM703,Reward,,26
36,0,jh809396928Su223,Reward,37.10544363190439,14
37,1,jh809396928Su223,Reward,,26
38,0,sV262240837Wu893,Reward,,14
39,1,sV262240837Wu893,Reward,,26
40,0,uL709664845pY57,Reward,,14
41,1,uL709664845pY57,Reward,,26
42,0,Di839285889sX391,Reward,29.447562937079994,14
43,1,Di839285889sX391,Reward,19.18758508287293,26
44,0,Ch285298221IQ296,Reward,27.992687393423807,14
45,1,Ch285298221IQ296,Reward,27.300916247906198,26
46,0,pV715326977Ci92,NoReward,24.124013961380655,14
47,1,pV715326977Ci92,NoReward,20.417210260244055,26
48,0,FV138309651bm4,NoReward,,14
49,1,FV138309651bm4,NoReward,,26
50,0,av821962704Np731,NoReward,,14
51,1,av821962704Np731,NoReward,,26
52,0,NN0891521Nv932,Reward,,14
53,1,NN0891521Nv932,Reward,,26
54,0,NRNFMMM589968,NoReward,,14
55,1,NRNFMMM589968,NoReward,,26
56,0,ML52766852sX612,NoReward,,14
57,1,ML52766852sX612,NoReward,,26
58,0,Hv578899179Yv8,NoReward,19.535465834116774,14
59,1,Hv578899179Yv8,NoReward,,26
60,0,PS940208551QF590,Reward,24.919684286838198,14
61,1,PS940208551QF590,Reward,19.87590488738214,26
62,0,wQ432254460Cm818,NoReward,19.021582944882777,14
63,1,wQ432254460Cm818,NoReward,19.393769349663113,26
64,0,Wr404947346qM443,NoReward,,14
65,1,Wr404947346qM443,NoReward,,26
66,0,Nr746161853dz70,NoReward,,14
67,1,Nr746161853dz70,NoReward,,26
68,0,fk560962752EX865,NoReward,,14
69,1,fk560962752EX865,NoReward,,26
70,0,bK933906299Id748,Reward,28.605473656972574,14
71,1,bK933906299Id748,Reward,29.82595628464843,26
72,0,gz873989828sw827,Reward,,14
73,1,gz873989828sw827,Reward,,26
74,0,gg646183622lq862,NoReward,30.635042159580607,14
75,1,gg646183622lq862,NoReward,26.07474224749354,26
76,0,Vg620975542yx459,NoReward,26.58353200639079,14
77,1,Vg620975542yx459,NoReward,17.773024597831522,26
78,0,iv952424735op998,Reward,19.497942800831186,14
79,1,iv952424735op998,Reward,15.444670718232045,26
80,0,zU983253538Tj193,NoReward,,14
81,1,zU983253538Tj193,NoReward,,26
82,0,te60281288Gj243,Reward,,14
83,1,te60281288Gj243,Reward,,26
84,0,Bm668184579LL501,NoReward,19.81888311709064,14
85,1,Bm668184579LL501,NoReward,13.443564600702803,26
86,0,XK722874333VL212,NoReward,41.26789424160656,14
87,1,XK722874333VL212,NoReward,,26
88,0,WC247803994GF657,NoReward,29.093945206241116,14
89,1,WC247803994GF657,NoReward,20.355045088843156,26
90,0,An789876880Um49,NoReward,,14
91,1,An789876880Um49,NoReward,,26
92,0,FG422120767Wz20,NoReward,,14
93,1,FG422120767Wz20,NoReward,,26
94,0,pO78426161Oe999,Reward,42.0678506274384,14
95,1,pO78426161Oe999,Reward,,26
96,0,MF,NoReward,,14
97,1,MF,NoReward,,26
98,0,OX377652340OK228,NoReward,38.466316322308245,14
99,1,OX377652340OK228,NoReward,,26
100,0,Ac951310807Ba369,NoReward,51.162580378507926,14
101,1,Ac951310807Ba369,NoReward,38.889348184296225,26
102,0,bD315366166XI81,Reward,38.437150938944846,14
103,1,bD315366166XI81,Reward,42.189015634432344,26
104,0,pP523446637hf604,NoReward,,14
105,1,pP523446637hf604,NoReward,,26
106,0,pZ714559851sE51,NoReward,31.38025844633902,14
107,1,pZ714559851sE51,NoReward,19.240554678182853,26
108,0,Md97898857lx914,NoReward,47.97122725598527,14
109,1,Md97898857lx914,NoReward,,26
110,0,EE288981452fb406,NoReward,,14
111,1,EE288981452fb406,NoReward,,26
112,0,lA76851177un272,NoReward,,14
113,1,lA76851177un272,NoReward,,26
114,0,mt742485739Iw200,Reward,32.148922867805794,14
115,1,mt742485739Iw200,Reward,26.85306427987755,26
